t_s,poolPct
117.6,162.5
117.7,102.7
117.8,239.1
117.9,333.1
118.0,332.0
118.1,257.9
118.2,101.8
118.3,10.8
118.4,0.0
118.5,96.5
118.6,190.5
118.7,168.3
118.8,117.1
118.9,300.7
119.0,395.0
119.1,320.4
119.2,145.9
119.3,31.4
119.4,0.0
119.5,81.7
119.6,199.5
119.7,161.2
119.8,85.1
119.9,330.5
120.0,409.9
120.1,316.6
120.2,166.9
120.3,45.5
120.4,0.0
120.5,99.2
120.6,194.3
120.7,141.3
120.8,57.9
120.9,208.8
121.0,359.4
121.1,346.4
121.2,246.5
121.3,80.5
121.4,0.0
121.5,50.6
121.6,138.2
121.7,188.1
121.8,129.7
121.9,163.7
122.0,386.7
122.1,406.6
