t_s,poolPct
93.3,106.7
93.4,77.6
93.5,31.6
93.6,34.1
93.7,56.7
93.8,95.5
93.9,141.2
94.0,103.3
94.1,101.8
94.2,214.8
94.3,164.7
94.4,147.3
94.5,286.7
94.6,233.7
94.7,168.9
94.8,143.7
94.9,137.7
95.0,159.3
95.1,192.3
95.2,221.8
95.3,87.7
95.4,198.0
95.5,167.9
95.6,237.4
95.7,216.2
95.8,205.1
95.9,207.1
96.0,215.7
96.1,206.0
96.2,230.9
96.3,103.5
96.4,133.0
96.5,149.3
96.6,214.1
96.7,262.9
96.8,227.0
96.9,264.6
97.0,177.3
97.1,183.0
97.2,247.6
97.3,132.3
97.4,147.9
97.5,199.8
97.6,163.0
97.7,292.1
97.8,253.5
97.9,210.9
98.0,245.3
98.1,281.4
98.2,259.2
98.3,214.7
98.4,188.6
98.5,164.0
98.6,219.3
98.7,212.2
98.8,163.4
98.9,151.6
99.0,226.4
99.1,46.3
99.2,100.3
99.3,161.4
99.4,208.4
99.5,186.6
99.6,106.8
99.7,157.2
99.8,178.8
99.9,165.4
100.0,112.1
100.1,119.2
100.2,102.0
100.3,161.7
100.4,135.8
100.5,126.2
100.6,142.6
100.7,136.5
100.8,75.9
100.9,81.8
101.0,97.2
101.1,108.8
101.2,138.2
101.3,124.3
101.4,114.6
101.5,111.6
101.6,134.1
101.7,138.8
101.8,139.4
101.9,149.8
102.0,158.7
102.1,144.5
102.2,168.9
102.3,91.9
102.4,29.2
102.5,64.5
102.6,136.4
102.7,172.1
102.8,157.8
102.9,169.0
103.0,156.9
103.1,162.5
103.2,187.9
103.3,173.1
103.4,154.3
103.5,142.4
103.6,139.8
103.7,108.2
103.8,123.3
103.9,167.1
104.0,129.7
104.1,78.1
104.2,129.7
104.3,152.5
104.4,170.8
104.5,208.1
104.6,239.7
104.7,167.4
104.8,116.3
104.9,127.4
105.0,162.2
105.1,132.5
105.2,218.2
105.3,288.7
105.4,215.5
105.5,143.0
105.6,131.3
105.7,156.2
105.8,156.2
105.9,176.8
106.0,211.5
106.1,252.4
106.2,131.6
106.3,135.6
106.4,150.2
106.5,162.4
106.6,166.7
106.7,192.2
106.8,211.7
106.9,173.3
107.0,143.7
107.1,174.2
107.2,179.6
107.3,165.0
