t_s,poolPct
89.3,342.5
89.4,396.9
89.5,372.3
89.6,264.7
89.7,173.9
89.8,68.1
89.9,0.0
90.0,0.0
90.1,7.2
90.2,126.7
90.3,388.5
90.4,354.8
90.5,295.3
90.6,237.4
90.7,169.8
90.8,67.8
90.9,8.9
91.0,0.0
91.1,0.0
91.2,180.4
91.3,346.3
91.4,384.6
91.5,324.7
91.6,274.8
91.7,148.1
91.8,70.1
91.9,21.1
92.0,0.0
92.1,0.0
92.2,159.1
92.3,350.8
92.4,416.7
92.5,302.0
92.6,247.4
92.7,174.6
92.8,83.8
92.9,0.0
93.0,0.0
93.1,28.6
93.2,158.4
93.3,294.6
93.4,371.9
93.5,390.4
93.6,289.8
93.7,182.8
93.8,71.2
93.9,16.9
94.0,8.1
94.1,0.0
94.2,195.7
94.3,327.8
94.4,386.0
94.5,316.2
94.6,293.9
94.7,144.2
94.8,70.6
94.9,0.0
95.0,0.0
95.1,0.0
95.2,167.6
95.3,384.7
95.4,335.4
95.5,284.2
95.6,252.0
95.7,149.1
95.8,79.5
95.9,19.5
96.0,0.0
96.1,0.0
96.2,185.2
96.3,346.8
96.4,355.9
96.5,301.5
96.6,239.2
96.7,184.2
96.8,88.7
96.9,17.2
97.0,0.0
97.1,0.0
97.2,148.5
97.3,347.9
97.4,384.8
97.5,309.6
97.6,256.0
97.7,152.7
97.8,72.4
97.9,0.0
98.0,0.0
98.1,7.9
98.2,150.2
98.3,338.0
98.4,337.0
98.5,329.4
98.6,264.3
98.7,173.0
98.8,75.6
98.9,11.9
99.0,0.0
99.1,0.0
99.2,212.1
99.3,329.4
99.4,365.8
99.5,329.3
99.6,276.0
99.7,159.4
99.8,78.1
99.9,0.0
100.0,0.0
100.1,35.3
100.2,200.3
100.3,354.5
100.4,393.0
100.5,326.5
100.6,232.4
100.7,166.0
100.8,59.5
100.9,13.7
101.0,0.0
101.1,0.0
101.2,165.2
101.3,372.1
101.4,357.8
101.5,270.3
101.6,261.2
101.7,178.7
101.8,93.9
101.9,35.1
102.0,0.0
102.1,19.4
102.2,181.6
102.3,353.0
102.4,321.9
102.5,278.9
102.6,293.6
102.7,172.7
102.8,78.9
102.9,18.7
103.0,0.0
103.1,0.0
103.2,189.9
103.3,313.9
103.4,346.8
103.5,347.3
103.6,248.8
103.7,127.7
103.8,19.3
103.9,0.0
104.0,0.0
104.1,6.0
104.2,119.0
104.3,370.1
104.4,364.3
104.5,356.3
104.6,315.3
104.7,159.0
104.8,59.9
104.9,0.0
105.0,0.0
105.1,0.0
105.2,125.7
105.3,362.6
105.4,403.4
105.5,338.4
105.6,286.8
105.7,181.9
105.8,111.6
105.9,17.7
106.0,0.0
106.1,3.5
106.2,144.5
106.3,387.9
106.4,369.8
106.5,286.6
106.6,274.5
106.7,158.1
106.8,47.0
106.9,0.0
107.0,0.0
107.1,0.0
107.2,194.1
107.3,361.1
107.4,347.3
107.5,347.2
107.6,292.4
107.7,143.0
107.8,59.3
107.9,5.5
108.0,0.0
108.1,15.5
108.2,194.5
108.3,422.5
108.4,365.3
108.5,230.3
108.6,296.0
108.7,189.6
108.8,84.0
108.9,30.4
109.0,0.0
109.1,29.5
109.2,147.1
109.3,318.2
109.4,388.6
109.5,326.5
109.6,294.3
109.7,179.4
109.8,84.2
109.9,13.4
110.0,0.0
110.1,0.0
110.2,70.1
110.3,385.8
110.4,382.6
110.5,360.5
110.6,288.8
110.7,206.8
110.8,77.6
110.9,24.7
111.0,0.0
111.1,0.0
